token,layer,definitions,distinctValues,usages,files,values
--covision-card-shadow,feature-alias,8,4,1,app/styles/features/invite/mobile.css | components/chat/WorkspacePanel.module.css | components/covision/CovisionPage.module.css,"none | 0 10px 24px rgba(82, 50, 46, 0.1) | 0 10px 24px rgba(38, 24, 22, 0.12) | var(--subpage-card-shadow, none)"
--ring-fit-pad,unknown,8,4,6,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,calc(1.3 * var(--base-rem)) | calc(1.5 * var(--base-rem)) | calc(1.8 * var(--base-rem)) | calc(1.6 * var(--base-rem))
--ring-ui-reserve,unknown,8,4,3,app/styles/components/invite-modal.css | app/styles/components/workspace-help-listings.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css | app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,calc(2 * var(--base-rem)) | calc(2.5 * var(--base-rem)) | calc(6.5 * var(--base-rem)) | calc(6 * var(--base-rem))
--drawer-delete-bg,unknown,7,4,5,app/styles/features/chat/hc.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"rgba(14, 20, 32, 0.38) | var(--opaque-panel-bg) | rgba(255, 255, 255, 0.48) | rgba(250, 244, 242, 0.16)"
--hc-control-bg,theme-or-accessibility,7,4,22,app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | components/ui/BorderGlow.module.css,"rgba(255, 234, 0, 0.1) | rgba(255, 234, 0, 0.1) !important | rgba(var(--hc-accent-rgb), 0.1) | var(--chat-card-surface-night-standard-bg)"
--hc-control-bg-active,theme-or-accessibility,7,4,4,app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | components/ui/BorderGlow.module.css,"rgba(255, 234, 0, 0.14) | rgba(255, 234, 0, 0.14) !important | rgba(var(--hc-accent-rgb), 0.14) | linear-gradient(180deg, rgba(255, 234, 0, 0.12) 0%, rgba(255, 234, 0, 0.055) 100%), var(--chat-card-surface-night-standard-flat-bg)"
--hc-control-bg-hover,theme-or-accessibility,7,4,6,app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | components/ui/BorderGlow.module.css,"rgba(255, 234, 0, 0.12) | rgba(255, 234, 0, 0.12) !important | rgba(var(--hc-accent-rgb), 0.12) | linear-gradient(180deg, rgba(255, 234, 0, 0.08) 0%, rgba(255, 234, 0, 0.035) 100%), var(--chat-card-surface-night-standard-flat-bg)"
--seg-radio-dot-bg,component-or-semantic,7,4,0,app/styles/features/chat/hc.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,"var(--hc-accent) | #7a3a38 | var(--mono-icon) | var(--form-accent, rgba(248, 253, 255, 0.9))"
--workspace-guide-panel-overscan-top,feature-alias,7,4,29,app/styles/features/policy/mobile.css | app/styles/features/policy/responsive.css | app/styles/mobile/scroll-panels/workspace-guide-base.css | app/styles/mobile/scroll-panels/workspace-guide-scroll.css | app/styles/shared/glass-subpage.css | components/wellbeing/WellbeingPage.module.css,"var(--policy-scroll-overscan-top) | clamp(1.6rem, 4.8vh, 2.4rem) | clamp(2.2rem, 8vh, 3rem) | var(--wellbeing-desktop-guide-overscan-top)"
--back-arrow-color,unknown,6,4,1,app/styles/features/service-map/desktop/toolbar.css | app/styles/theme/mono.css,#c57171 | #d57b77 | #e08a86 | var(--mono-title)
--documents-heading-color,feature-alias,6,4,4,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-title) | var(--hc-accent) | #cd8585 | #8a4b49
--home-card-dark-opacity,feature-alias,6,4,0,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css | app/styles/theme/night.css,0.85 | 0.81 | 0.68 | 0.76
--chat-window-scroll-top-fade-end-focus,feature-alias,5,4,1,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,0.82rem | 1.5rem | 1.34rem | 1.4rem
--chat-window-scroll-top-fade-mid-focus,feature-alias,5,4,1,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,0.45rem | 0.84rem | 0.76rem | 0.8rem
--chat-window-scroll-top-fade-start-focus,feature-alias,5,4,1,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css,0.2rem | 0.42rem | 0.38rem | 0.4rem
--csp-surface,unknown,5,4,2,app/styles/theme/hc.css | components/CenteredScrollPicker.css,"var(--glass-surface-bg, rgba(0, 0, 0, 0.25)) | rgba(10, 12, 18, 0.94) | rgba(252, 253, 255, 0.94) | var( --glass-surface-bg, var(--glass-surface-bg, rgba(10, 12, 18, 0.94)) )"
--documents-elevated-bg,feature-alias,5,4,19,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css,"var(--mono-orbit-surface) | linear-gradient(145deg, rgba(255, 255, 255, 0.08), rgba(255, 255, 255, 0.035)), color-mix(in srgb, var(--glass-ring-surface-bg, rgba(0, 0, 0, 0.25)) 64%, transparent) | rgba(255, 255, 255, 0.72) | rgba(255, 255, 255, 0.48)"
--documents-elevated-bg-hover,feature-alias,5,4,1,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css,"var(--mono-orbit-surface-hover) | var(--documents-elevated-bg) | rgba(255, 255, 255, 0.84) | rgba(255, 255, 255, 0.58)"
--drawer-card-bg-active,unknown,5,4,0,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"rgba(14, 20, 32, 0.98) | var(--subpage-card-bg-hover) | var(--subpage-card-bg-hover, var(--subpage-card-bg)) | var(--chat-card-surface-night-standard-flat-bg)"
--drawer-card-bg-hover,unknown,5,4,2,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"rgba(14, 20, 32, 0.98) | var(--subpage-card-bg-hover) | var(--subpage-card-bg-hover, var(--subpage-card-bg)) | var(--chat-card-surface-night-standard-flat-bg)"
--drawer-card-border,unknown,5,4,1,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"rgba(var(--hc-accent-rgb), 0.56) | rgba(var(--mono-light-rgb), 0.1) | transparent | rgba(255, 234, 0, 0.56)"
--drawer-card-border-active,unknown,5,4,0,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"rgba(var(--hc-accent-rgb), 0.92) | rgba(var(--mono-light-rgb), 0.18) | transparent | rgba(255, 234, 0, 0.92)"
--drawer-card-border-hover,unknown,5,4,1,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"rgba(var(--hc-accent-rgb), 0.9) | rgba(var(--mono-light-rgb), 0.16) | transparent | rgba(255, 234, 0, 0.56)"
--drawer-card-shadow-active,unknown,5,4,0,app/styles/features/chat/hc.css | app/styles/features/chat/mono.css | app/styles/features/chat/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"none | var(--subpage-card-shadow-hover) | var(--subpage-card-shadow-hover, var(--subpage-card-shadow)) | 0 0 14px rgba(255, 234, 0, 0.14), 0 12px 26px rgba(0, 0, 0, 0.24), 0 0 28px -16px rgba(255, 234, 0, 0.2)"
--glass-ring-edge-stroke-width-desktop,component-or-semantic,5,4,4,app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,1.36px | 1.4px | 1.46px | 1.34px
--help-scroll-fade-bottom,unknown,5,4,24,app/styles/components/selected-listing.css | app/styles/components/workspace-help-listings.css,"clamp(0.98rem, 2.45vh, 1.48rem) | clamp(0.72rem, 1.8vh, 1.08rem) | clamp(0.28rem, 0.8vh, 0.5rem) | clamp(1.08rem, 2.75vh, 1.66rem)"
--help-scroll-fade-top,unknown,5,4,32,app/styles/components/selected-listing.css | app/styles/components/workspace-help-listings.css,"clamp(1.08rem, 2.7vh, 1.62rem) | clamp(0.82rem, 2vh, 1.18rem) | clamp(0.22rem, 0.7vh, 0.42rem) | clamp(1.24rem, 3.05vh, 1.84rem)"
--home-prose-color,feature-alias,5,4,0,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var(--text-strong, #1f2937) | rgba(242, 241, 239, 0.92) | rgba(245, 245, 245, 0.93) | var(--hc-accent)"
--orbit-center-size,unknown,5,4,7,app/styles/components/journey.css | app/styles/features/profile/android-mobile.css | app/styles/features/profile/mobile.css,"clamp(8.2rem, 15vw, 10.4rem) | clamp(10.2rem, 44vw, 12rem) | clamp(9.8rem, 40vw, 11.2rem) !important | clamp(10.1rem, 43vw, 11.8rem)"
--ring-pad-top,unknown,5,4,2,app/styles/mobile/foundations.css | app/styles/tokens.css | app/styles/utilities/glass-ring-stable.shared.css,"clamp( calc(0.4 * var(--base-rem)), 1.4vh, calc(1.1 * var(--base-rem)) ) | clamp( calc(1.6 * var(--base-rem)), 4.2vw, calc(2.6 * var(--base-rem)) ) | clamp( calc(1 * var(--base-rem)), 3vh, calc(1.8 * var(--base-rem)) ) | clamp( calc(1.2 * var(--base-rem)), 3.4vh, calc(2.1 * var(--base-rem)) )"
--ui-checkbox-accent,foundation,5,4,6,app/styles/shared/glass-core.css,"var(--title-color, var(--brand-primary, #c57171)) | var(--title-color, #7a3a38) | var(--title-color, #8d4d4a) | var(--hc-accent, #ffea00)"
--workspace-card-badge-tooltip-text,feature-alias,5,4,1,components/chat/WorkspacePanel.module.css,"var(--glass-surface-text, #f2f2f2) | var(--text-strong, #1f2937) | var(--mono-text, #c8c8c8) | var(--hc-accent, #ffea00)"
--chat-diameter,feature-alias,4,4,17,app/styles/features/chat/shell.css | app/styles/tokens.css,"var(--ring-diameter, var(--ring-diameter-default)) | clamp(660px, 94vmin, 1240px) | clamp(520px, 82vmin, 940px) | clamp(580px, 86vmin, 1020px)"
--chat-input-max-w,feature-alias,4,4,3,app/styles/features/chat/mobile.css | app/styles/features/chat/shell.css | app/styles/features/service-map/desktop/pre-inquiry-agent.css,"min(100%, calc(100vw - 6.45rem)) | min( 100%, calc( var(--chat-input-available-inline) - var(--chat-input-side-controls-inline) - (var(--chat-input-row-edge-pad) * 2) - 0.6rem ) ) | min( clamp(calc(20 * var(--base-rem)), calc(var(--chat-window-max-w) * 0.87), calc(31.5 * var(--base-rem))), calc(var(--chat-window-max-w) - clamp(calc(1.35 * var(--base-rem)), calc(var(--chat-shell-inline-size) * 0.026), calc(2.25 * var(--base-rem)))) ) | 100%"
--click-pulse-ring-color,unknown,4,4,1,app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css,"rgba(104, 104, 104, 0.6) | rgba(96, 70, 65, 0.74) | rgba(230, 230, 230, 0.5) | rgba(255, 255, 255, 0.6)"
--covision-danger-bg,feature-alias,4,4,2,components/covision/CovisionPage.module.css,"rgba(58, 22, 25, 0.62) | rgba(255, 249, 248, 0.96) | rgba(255, 238, 235, 0.52) | var(--hc-bg, #090a0f)"
--covision-danger-border,feature-alias,4,4,2,components/covision/CovisionPage.module.css,"rgba(208, 116, 108, 0.3) | rgba(159, 79, 75, 0.24) | rgba(154, 72, 68, 0.26) | var(--hc-accent, #ffea00)"
--covision-danger-text,feature-alias,4,4,2,components/covision/CovisionPage.module.css,"rgba(255, 223, 218, 0.98) | #9f4f4b | #7f3936 | var(--hc-accent, #ffea00)"
--covision-divider,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"rgba(248, 253, 255, 0.13) | rgba(122, 58, 56, 0.14) | rgba(126, 95, 88, 0.16) | var(--hc-accent, #ffea00)"
--covision-dropdown-bg,feature-alias,4,4,2,components/covision/CovisionPage.module.css,"rgb(18, 22, 32) | rgb(255, 255, 255) | rgb(255, 250, 248) | rgb(17, 27, 40)"
--covision-dropdown-item-bg,feature-alias,4,4,2,components/covision/CovisionPage.module.css,"rgb(18, 22, 32) | rgb(255, 255, 255) | rgb(255, 250, 248) | rgb(17, 27, 40)"
--covision-dropdown-item-bg-hover,feature-alias,4,4,2,components/covision/CovisionPage.module.css,"rgb(29, 34, 46) | rgb(247, 240, 237) | rgb(246, 237, 233) | rgb(29, 43, 60)"
--covision-dropdown-shadow,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"inset 0 0 0 1px rgba(255, 255, 255, 0.06), 0 18px 38px rgba(0, 0, 0, 0.24) | inset 0 0 0 1px rgba(122, 58, 56, 0.06), 0 18px 38px rgba(82, 50, 46, 0.16) | inset 0 0 0 1px rgba(126, 95, 88, 0.07), 0 18px 38px rgba(38, 24, 22, 0.18) | inset 0 0 0 1px rgba(216, 226, 235, 0.06), 0 18px 38px rgba(0, 0, 0, 0.28)"
--covision-lead-text,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"rgba(244, 248, 255, 0.94) | #324158 | #334055 | rgba(243, 248, 255, 0.94)"
--covision-secondary-button-text,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"var(--covision-text) | #253246 | #263244 | var(--hc-accent, #ffea00)"
--covision-success-bg,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"rgba(18, 44, 34, 0.62) | rgba(247, 252, 249, 0.94) | rgba(237, 246, 241, 0.52) | var(--hc-bg, #090a0f)"
--covision-success-border,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"rgba(88, 148, 118, 0.26) | rgba(52, 118, 79, 0.22) | rgba(52, 118, 79, 0.24) | var(--hc-accent, #ffea00)"
--covision-success-text,feature-alias,4,4,1,components/covision/CovisionPage.module.css,"rgba(223, 246, 236, 0.96) | #356851 | #315f4a | var(--hc-accent, #ffea00)"
--documents-error-text,feature-alias,4,4,1,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-title-soft) | var(--hc-accent) | #ffd6d6 | #7f1d1d
--documents-info-text,feature-alias,4,4,1,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-text) | var(--hc-accent) | #d5f0ff | #0f172a
--documents-muted-text,feature-alias,4,4,1,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,"var(--hc-accent) | var(--documents-page-strong) | #334155 | rgba(228, 236, 255, 0.94)"
--documents-success-text,feature-alias,4,4,1,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-text) | var(--hc-accent) | #d7ffe1 | #166534
--documents-warning-text,feature-alias,4,4,1,app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css,var(--mono-text) | var(--hc-accent) | #f9deb0 | #854d0e
--drawer-delete-shadow,unknown,4,4,4,app/styles/features/chat/themes.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,"0 10px 24px rgba(2, 6, 23, 0.22) | 0 10px 22px rgba(15, 23, 42, 0.08) | 0 9px 20px rgba(31, 23, 22, 0.08) | 0 10px 24px rgba(4, 10, 18, 0.22)"
--drawer-delete-shadow-hover,unknown,4,4,3,app/styles/features/chat/themes.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/night.css,"0 12px 28px rgba(2, 6, 23, 0.3) | 0 12px 26px rgba(15, 23, 42, 0.12) | 0 12px 24px rgba(31, 23, 22, 0.12) | 0 12px 28px rgba(4, 10, 18, 0.28)"
--home-card-glow-active,feature-alias,4,4,2,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"0 0 11px rgba(255, 255, 255, 0.16), 0 0 21px rgba(255, 255, 255, 0.085) | 0 0 11px rgba(255, 244, 240, 0.145), 0 0 21px rgba(255, 244, 240, 0.078) | 0 0 13px rgba(255, 248, 186, 0.26), 0 0 26px rgba(var(--hc-accent-rgb), 0.12) | 0 0 13px rgba(190, 220, 255, 0.22), 0 0 28px rgba(120, 168, 230, 0.11)"
--home-card-glow-idle,feature-alias,4,4,2,app/styles/features/home/themes.css | app/styles/theme/hc.css | app/styles/theme/night.css,"0 0 8px rgba(255, 255, 255, 0.11), 0 0 16px rgba(255, 255, 255, 0.06) | 0 0 8px rgba(255, 244, 240, 0.09), 0 0 16px rgba(255, 244, 240, 0.05) | 0 0 11px rgba(255, 245, 160, 0.22), 0 0 22px rgba(var(--hc-accent-rgb), 0.1) | 0 0 11px rgba(190, 220, 255, 0.18), 0 0 22px rgba(120, 168, 230, 0.09)"
--link-gold,unknown,4,4,1,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--hc-accent) | #7a3a38 | var(--mono-title) | var(--brand-primary)
--link-gold-hover,unknown,4,4,0,app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mono.css | app/styles/tokens.css,var(--hc-accent-soft) | #7a3a38 | var(--mono-title-soft) | var(--brand-primary)
--orbit-item-glow,unknown,4,4,0,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"0 0 5px rgba(var(--hc-accent-rgb), 0.2), 0 0 8px rgba(var(--hc-accent-rgb), 0.1) | 0 0 5px rgba(255, 255, 255, 0.12), 0 0 10px rgba(255, 252, 248, 0.055) | 0 0 5px rgba(255, 255, 255, 0.13), 0 0 10px rgba(255, 252, 248, 0.06) | 0 0 6px rgba(255, 234, 0, 0.2), 0 0 10px rgba(255, 234, 0, 0.1)"
--orbit-ring-glow,unknown,4,4,0,app/styles/features/profile/hc.css | components/effects/Components/OrbitalMenu/OrbitalMenu.css,"0 0 10px rgba(var(--hc-accent-rgb), 0.28), 0 0 18px rgba(var(--hc-accent-rgb), 0.14) | 0 0 10px rgba(255, 255, 255, 0.16), 0 0 20px rgba(255, 252, 248, 0.07) | 0 0 10px rgba(255, 255, 255, 0.18), 0 0 20px rgba(255, 252, 248, 0.08) | 0 0 12px rgba(255, 234, 0, 0.24), 0 0 24px rgba(255, 234, 0, 0.12)"
--page-info-dot-color,unknown,4,4,0,components/ui/PageInfoButton.module.css,"#7A3A38 | #c57171 | var(--mono-title, #c57171) | var(--hc-accent, #ffea00)"
--page-info-ring-color,unknown,4,4,0,components/ui/PageInfoButton.module.css,"#c57171 | #7A3A38 | var(--mono-title, #c57171) | var(--hc-accent, #ffea00)"
--service-map-marker-label-size,feature-alias,4,4,1,app/styles/features/service-map/desktop/leaflet.css,"min(20.2px, var(--service-map-marker-label-max-size)) | min(24.2px, var(--service-map-marker-label-max-size)) | 35px | min(13.8px, var(--service-map-marker-label-max-size))"
--wellbeing-checkbox-bg-checked,feature-alias,4,4,1,components/wellbeing/WellbeingPage.module.css,"color-mix(in srgb, var(--title-color, #c57171) 18%, transparent) | rgba(122, 58, 56, 0.16) | rgba(232, 238, 224, 0.14) | rgba(255, 234, 0, 0.16)"
--workspace-feature-field-bg,feature-alias,4,4,8,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var(--input-bg, var(--workspace-feature-surface)) | #000 | var(--hc-field-bg) | var(--mono-input-surface)"
--workspace-feature-field-bg-hover,feature-alias,4,4,4,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var( --input-bg-hover, var(--workspace-feature-surface-hover) ) | #000 | var(--hc-field-bg-hover) | var(--mono-input-surface-hover)"
--workspace-feature-field-border,feature-alias,4,4,3,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var(--input-border, 1px solid var(--workspace-feature-border)) | 2px solid var(--hc-accent, #ffea00) | 2px solid rgba(var(--hc-accent-rgb), 0.72) | 1px solid rgba(var(--mono-mid-rgb), 0.16)"
--workspace-feature-field-placeholder,feature-alias,4,4,4,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var( --input-placeholder, color-mix(in srgb, var(--workspace-feature-text) 58%, transparent) ) | rgba(255, 234, 0, 0.92) | rgba(var(--hc-accent-rgb), 0.92) | rgba(var(--mono-light-rgb), 0.72)"
--workspace-feature-field-text,feature-alias,4,4,11,app/styles/features/service-map/desktop/base.css | app/styles/theme/hc.css | app/styles/theme/mono.css,"var(--input-text, var(--workspace-feature-text)) | var(--hc-accent, #ffea00) | var(--hc-accent) | var(--mono-text)"
--workspace-feature-option-bg,feature-alias,4,4,1,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var(--chat-ui-solid-surface, var(--opaque-panel-bg, #171a20)) | var(--chat-ui-solid-surface, #f8f8f7) | #000 | rgb(28, 28, 28)"
--workspace-feature-option-text,feature-alias,4,4,1,app/styles/features/service-map/desktop/base.css | app/styles/theme/mono.css,"var(--workspace-feature-text) | #243044 | var(--hc-accent, #ffea00) | var(--mono-text)"
--workspace-glass-inline-size,feature-alias,4,4,14,app/styles/features/policy/pages.css | app/styles/features/policy/responsive.css | app/styles/features/service-map/desktop/base.css | app/styles/shared/glass-subpage.css,"calc( var(--workspace-glass-diameter) + var(--chat-focus-inline-extra) ) | var(--workspace-glass-diameter) | var(--ring-diameter, var(--workspace-glass-diameter)) | var( --ring-diameter, var(--workspace-glass-diameter) )"
